Frame_Width (mm),Lens_Height (mm),Temple_Length (mm),Lens_Thickness (mm),Weight (g),Price ($)
127,42,141,1.5424311309653524,21.54219773404071,228.9940779404441
137,30,144,1.1548500334682643,43.58677473462156,269.53061349100466
138,40,130,1.9761376547431375,29.428754325879844,251.13560085525174
135,35,144,2.513398595306765,35.007035902353834,320.06618896055045
121,49,144,4.350271464323427,16.157934532283974,248.57947742158723
127,32,145,3.9649782281011867,42.70685810474505,353.42635340473
141,41,130,4.82150291122767,25.040889093855434,254.9615660534832
125,34,132,3.236699194986024,39.26921482200373,226.0713501091633
131,38,141,3.990966606431978,41.616610467513304,306.2756688553193
134,41,136,2.101133540970499,19.099069011549513,191.00758691860892
144,39,134,3.7183115715812285,25.356519739109743,209.20469228752913
127,48,130,3.8246048101451446,40.320402869637604,334.88342912167394
123,34,130,4.393661313678245,23.1262141605566,250.49920572560507
134,34,144,3.145614043500335,44.68608832190915,350.3211871115234
147,38,137,3.596020590380708,25.919073580910243,300.7124479185502
139,49,140,1.8121952404195953,29.081557264830266,282.3062961635947
144,46,143,3.9470363605058054,18.491017153008308,268.7779003510346
136,39,142,4.35364689056054,20.168629151328215,220.76665859899748
132,30,148,3.3749509847456656,24.639756988454764,186.17363439788213
137,45,141,1.4626978494967928,16.71180898873078,104.04002770795475
121,44,148,2.251429425247772,21.75612979111576,264.3070543458391
132,46,133,2.90205860404516,29.313005933314706,254.61381654326718
132,49,133,3.7086495656113367,28.298678640353714,412.62154929268894
141,42,132,2.281308431460902,21.9543032939447,260.02156514279807
134,30,135,4.361164205356457,17.81577393487079,284.2260119404723
139,37,134,2.4871591654616143,26.135174219192013,204.3106189012065
148,34,140,1.1713453917878431,41.0871312659761,266.62574310302244
146,35,138,4.175977666679341,32.85348502616772,376.4140827087965
129,49,132,3.5768926780441648,48.138139097697476,326.69979379775873
148,43,138,4.2078259789227905,19.896021471029822,227.1521853592582
122,40,141,2.395559253067574,22.25612806288009,158.1455809623717
138,35,132,1.0705207686105833,24.81048367736489,286.76840377622267
122,40,149,1.2950116946313117,15.455066493456442,159.46651907798662
141,42,146,1.4472031228033089,48.018316745990845,268.4967154972883
133,41,141,4.220590312622807,30.58773410050388,253.95240003797716
127,31,147,2.2057390174406293,31.857731703090465,364.29016968379983
146,32,133,4.99159403768985,20.525009927450593,239.33118706615366
142,33,139,4.033553585987541,45.54441915376482,359.5359355672491
149,46,147,3.4046198123609273,39.24212828250741,287.23137081310125
123,35,137,4.934477647985699,30.097634563336854,225.4546259511707
146,36,138,2.2652367532660715,45.7290023826133,281.09451409759976
147,44,148,1.6624622764846846,46.69102083925105,294.56230590492936
139,40,142,3.949091878605261,16.731818936332054,212.79957180290285
130,32,135,2.1123335151585665,19.17636063995073,211.62659726341903
145,35,136,4.844147712267029,15.966990477470553,270.76983305133143
130,31,135,4.952277249000684,35.36055864843924,313.0606806851927
146,43,140,4.705617580101415,22.628035106168262,300.09064754021927
149,38,146,4.7790470516381784,44.57248292365473,265.3206452742731
130,47,148,3.46261926966544,31.306985118115595,216.4704378957184
121,48,141,3.7684745982745196,44.319841123794454,320.71306230878156
149,41,142,1.3769846310907776,34.44618282117686,298.1823136749208
136,42,147,4.052200638914755,42.8658729013588,206.05141078013122
128,41,136,1.8082534523075777,28.014925286903313,292.24747481407127
147,41,134,4.361304238817532,48.088784419125375,371.1980229214948
147,47,145,4.846127282444005,38.35055528618789,345.6972832242159
121,38,133,1.8495105166618933,35.842169053927876,233.40341753576155
148,46,130,1.3121244704224853,27.332483933846703,324.8234475683328
143,45,133,2.9355605570715593,47.80143926165668,279.56349353959644
134,46,132,4.166197487793236,26.8207040079687,340.5587252117063
135,37,133,4.082560679774092,44.25508023291371,299.7617842212726
144,40,130,3.787274022626337,29.150787557491867,227.8364814120564
123,31,141,4.282783960938964,41.85144005255582,313.713333179618
127,37,142,1.6999534103806107,46.91572704532566,174.27081019209646
128,41,131,3.607751031543784,31.29624909362619,289.67857789462255
145,30,138,3.422717263590599,33.41473242840345,288.52230141269456
145,42,136,1.6137268950387726,26.56200170764749,258.77087632655287
124,46,142,2.6577082825541907,16.91434854713113,213.52471440641747
135,43,131,4.41011887723819,37.836841929360205,346.2515522571025
132,43,130,4.887207216192639,19.187488358866947,337.0971567024045
149,45,147,3.661720710309407,27.392062504347535,295.8718569431715
126,46,136,4.6877641679449775,27.232286844974336,311.23579988905044
145,35,147,1.5281969223336693,20.28513368161011,224.67809574986205
139,36,148,4.900242102571789,38.33486105699717,341.577893985656
136,30,137,1.1340259967228539,21.110976578654224,93.28217864590286
122,44,141,3.109037093884406,42.241772221291065,237.89829047507075
124,49,140,2.1640333178832765,23.724767502519306,241.1113899275315
138,47,138,4.255636427139237,25.05506201101901,391.25081253901976
131,42,133,1.8701745283900428,27.030490571866583,258.7442019541253
148,31,136,1.0461201469325552,20.346339630983948,210.88173712172505
146,48,146,2.6584378369447728,30.199257031830122,235.91493018662212
126,44,140,1.2564319906657793,17.811379347813045,227.23160598239616
147,41,131,2.1603702767509962,29.949062964436287,298.53812521286915
128,44,147,3.574990766666793,26.896924635192082,268.60898149195174
147,47,141,2.178812706466264,26.839290652353412,301.6621430209789
125,43,138,1.9831729092849306,38.12359881458633,340.72187438389926
148,35,140,1.6219826522813583,41.9158006067388,198.10364291602457
145,41,134,1.5406890963380735,27.459948278934114,211.13455653057733
136,49,136,3.103429492725677,24.170514222099413,329.0283530162167
135,35,130,3.7260280917738857,32.302230215305364,305.00416801613414
142,38,134,2.8109328229425423,42.57016764161333,262.97979418629416
122,33,135,1.494412396191402,37.56005329620206,239.21375260764594
140,46,142,3.591025198086105,16.330047172146855,218.36536031613795
145,31,140,3.2284875932865527,31.79753333108236,294.69249426642625
123,45,137,2.525101821061788,49.683777227489,247.20494437221527
129,43,149,2.320187508504054,27.35946346883088,264.2441095816384
124,37,131,1.732611564600568,30.42508804880847,306.1370628596097
140,43,144,1.5851978353258276,25.059235599655825,178.41618701018555
141,31,139,2.3550867778747975,32.41931413571395,249.9492577851091
149,45,137,1.166524496413821,20.632246289916523,258.08817994882935
129,33,131,2.7465096512052294,23.645477398451625,269.99789784690523
131,30,144,3.4062957171397437,39.91077079395711,296.8971171021826
129,49,135,4.766617101171563,19.84003777902412,232.86903255614584
148,43,134,3.5033125731109482,47.41503172743363,258.9538645008329
132,37,132,3.496304187423599,25.778614297428383,263.2715988610777
130,32,140,2.4976592224144225,35.1258783921524,349.1524073091487
141,34,140,1.5332686251242036,26.26407371482778,264.44042723232394
135,35,145,2.787750613023369,31.73107715211829,336.0477658774229
127,37,132,3.394705276270056,46.63304648168009,368.24751580950533
127,35,138,3.896134386623216,17.40020486464935,371.3008122791963
146,35,132,4.304347095581724,44.971991934759274,334.4127397175495
144,33,148,2.023712368272486,34.51507903642808,161.17711139282108
127,36,140,1.9648803009115499,38.27749405405801,305.2987474559661
132,48,143,3.2611994524180723,16.95604733777828,181.4058267894589
146,36,131,3.2640607325377173,41.64896910614539,303.67180055322285
121,32,136,1.8717911868110972,19.472244514867032,159.06751898472623
149,37,139,3.3499012414050924,48.76874129265214,278.4641458095134
149,30,139,2.3835153998975795,42.975054668632595,305.55442979136126
131,30,149,3.5572596755145316,32.25037925934453,322.50210423892185
129,43,130,2.1641788546888066,47.34584350305302,218.50650143915004
131,35,135,3.369167168286306,20.91756487576525,288.4826478036197
130,39,143,4.073240164947692,49.70823873574319,347.3231531720047
134,43,131,4.9206351028077515,40.08866657537612,442.6393826206196
135,33,135,4.644272225887029,18.443226976673493,221.8080442576777
136,35,130,3.014154989309809,33.7807026448359,223.21202292703384
145,45,132,2.9533963332704722,39.880672896183945,304.4888605420759
121,30,133,2.750800023742995,36.455779158738856,228.73383874705715
137,35,142,1.1110023919545537,29.838228962986804,243.17236210531277
131,38,132,1.6638179899450467,23.684999958689414,201.82815013256476
138,44,144,1.2367563532162231,23.33803226821571,254.51769297299342
145,41,142,3.7854203391012833,47.443263001178764,317.82853843900426
142,32,140,2.652938600872662,23.21592627390519,353.3162599892665
137,40,133,1.2550795122616383,48.68417619186294,278.62315303695044
149,44,146,3.76230031061548,22.357905962488893,219.97073022267708
136,32,134,3.5777434513117754,28.44993225530367,243.98891298244004
149,43,137,3.8798513227619886,15.431319924584225,252.85151907982043
125,31,139,3.3993364710462766,46.61003787888954,283.9050137718882
144,33,136,1.6461582397891363,18.65230863662049,184.08480497877807
134,48,146,1.2455691909686752,27.506524079772475,223.02491328510433
122,41,136,4.2685638809081485,44.4881375013842,376.76617752728805
125,31,148,1.8632359958634641,42.71642785617831,227.43359047438642
122,46,138,3.1701169618967318,44.45253570249407,338.5510784850653
149,32,131,2.9408680589287486,46.993765677123356,316.19734581569884
148,39,149,4.684210161746057,46.88747760273948,339.7174086830561
120,45,148,3.2097590434171934,41.96747075588682,319.66550100381863
149,38,135,3.3200675415486027,35.3848282550542,276.7795280927645
132,40,139,2.278020134863251,34.6542243323339,218.96694673423758
147,44,142,4.834778807074645,15.452183712165251,206.7761693256779
140,32,131,3.4494952629569386,40.289959382089364,178.62783831174258
145,45,139,1.0199215343650323,22.933685033376737,203.7859646078469
133,41,139,3.224329054939853,44.00440966126885,369.8121301691164
132,34,134,2.455461553220805,34.38314298057275,272.47623540107236
146,36,133,1.1284488171953289,49.55367579645738,186.95402219118085
123,38,131,2.726199142028338,22.35957194365234,191.81073452002434
126,47,136,4.094265953514519,40.32128764294041,340.5534120805496
141,37,147,3.0151578318254497,34.16368189782622,282.7447254659853
129,41,146,3.5578363445599788,47.61323956076854,250.3669049341848
126,49,140,3.558965862881268,24.309779787416893,212.2894830775274
140,31,147,3.6840772099337076,17.080315915315865,269.0840030556903
134,39,137,2.5503847782743017,34.035297165594834,387.3180240721857
134,48,141,2.48001935622738,33.25645573643121,245.8766482141482
123,38,130,1.018338125381101,25.90975269978859,286.03802161962517
142,37,149,1.6168898421156843,49.528822918929784,265.44641303266883
142,30,141,4.803240851126207,17.43989984539439,359.4162264865804
125,35,135,4.369666863152839,34.93320342825179,211.81582897107972
143,41,132,2.100433749559612,24.107591915476007,277.59973503388966
139,48,134,2.604767795703133,15.066920407993486,175.98492676457022
145,46,143,4.759685293538531,49.574719811973985,311.61326689612434
124,31,141,2.0017779182143087,31.856449284816215,332.32412043114977
139,40,142,3.1301318771557196,45.00166727236633,276.7678523359999
131,47,142,1.0883191362216182,44.40235338778973,238.30231732318367
120,40,146,3.4789393454112263,43.429742833245925,323.5273171752311
147,47,144,4.72029439269758,31.065603846184466,303.9617213223477
127,37,135,4.538973539360089,46.357421124925786,306.72018623661006
120,44,141,3.007876882510133,27.854528016802863,208.4024776499688
124,38,131,3.5985678891086637,29.293542139369627,328.97862699238095
141,44,133,3.279192776053142,23.949681854776863,232.37047176079255
125,36,149,1.267896976616702,30.68297765659033,201.1114572235918
148,49,141,1.6348939475069835,49.527507098399354,252.19759407768993
140,42,132,4.855269259079039,35.06342317887578,368.70503140665744
122,42,146,2.023874787486693,44.08842123318479,281.53005252068044
134,30,135,2.5377968643855975,24.21700211408359,250.55904911621172
124,49,146,3.0357772318180287,48.45722421508331,177.2281027087422
147,33,146,4.916528517573366,15.461062655101852,330.8246738223901
143,33,140,3.759974024919106,47.55858266202471,362.5127485722834
133,33,136,3.518393990921461,46.430136160694275,282.51689493120165
137,42,131,3.0975998897634374,17.357467575407867,314.741282339812
135,31,148,3.8026976583782286,36.1696354558383,250.59808010810755
125,44,131,3.6560635621133866,42.48354183629667,308.07636990165355
144,33,142,4.611363569043928,29.133275833011066,332.43749775933486
143,35,145,3.1673412214584906,18.21500599007187,237.34428745129776
133,32,146,2.686010352761959,44.0289974633761,197.93481118731023
146,36,140,4.228648112255485,31.32744111399426,247.60482224908284
143,35,138,4.199133338747274,24.213753549591587,274.9052588581147
127,32,138,1.67934575204835,17.479940415020444,210.3316052807413
148,33,143,1.9471679914258226,37.40601456171004,321.5935257335104
126,39,142,4.834553045198823,16.48056513754004,309.71610941448813
127,38,140,2.776438153529539,42.688285246441055,330.19765978645756
132,35,141,3.0786427861247585,41.97632015089766,392.5304873023664
125,49,132,2.240640498319239,26.30299453274239,254.46810473780192
137,40,130,2.924284091589414,31.53005696562008,375.8852841980839
121,36,137,3.9734264287826235,38.422686203537154,280.3695376882885
127,47,148,2.929380389854701,48.56933496223719,282.482011817023
130,33,142,2.259138719834661,33.20528587489356,352.5525153371729
120,34,136,1.3840040175775061,49.88379087038217,265.2560658570562
141,33,142,4.713046082150364,26.378702608761913,215.0571283572642
148,33,135,4.4866312912075825,33.42721813148161,319.5325810207712
125,42,132,4.165459773398888,19.04654453058466,273.44816297060675
135,45,135,3.7762838553702602,34.47538509253302,325.00167839558713
146,43,132,3.0620395378023337,33.77096583465021,224.62495828774388
139,40,142,4.589587144489801,44.708487006031405,291.14225690899167
131,31,142,4.1668060511882,49.879305448824894,237.72916212810236
130,43,142,4.26404336729785,49.51623393470863,348.54933420456007
148,36,130,2.238201891997866,23.27054184897952,282.4683199480215
146,40,137,2.693833093609593,26.845594378185837,271.0983423029538
148,33,134,3.827209056493034,24.612995011478304,195.5651055098528
129,36,149,2.484249212831015,21.988784296808106,124.00348276597447
122,45,146,2.975898613101924,20.25476046257458,267.56874379603914
132,35,138,3.586051870820494,32.91104043987526,284.48903899902103
146,35,142,2.751033606337124,45.537457383891606,273.2264536281383
122,31,142,4.17215842865156,35.645364889127855,202.4614376803454
134,37,134,1.4651153555380598,45.54322776004027,317.44100434662124
135,36,143,3.872226039128069,48.58231197709467,264.89943482348684
148,43,140,1.5808402424451118,28.409949733428554,258.9997490272115
132,38,143,4.751358619714104,44.248373235099294,351.3443875195387
136,44,136,2.256150722779835,16.83173266289105,268.93017679951254
122,47,146,4.1817294441578845,31.83756034408758,353.0674183576382
139,41,133,3.085667912434704,27.89037822568549,121.92701355140629
130,48,139,1.3643482663514965,22.169816015748143,238.03550031854644
146,42,139,3.3303474175643983,30.34374833751697,304.8826447036434
140,36,144,4.6487109475302795,30.529588739432036,305.9014184074985
138,39,149,1.6289376177516157,43.298885752437386,227.7696953995194
141,39,141,2.285227797443327,45.4121514084749,350.29350329288604
130,31,138,2.7566346838309608,37.99326485130575,223.61501945273457
149,43,132,2.100212253362615,37.16858551062962,190.32070253720588
147,42,144,4.775117898945444,18.856383433445785,252.42071133543192
135,35,141,2.510001059233862,35.13416342352346,270.02674169801514
140,38,144,3.6322482339427147,24.60556688230859,348.72662845177433
122,42,130,1.8956670574802637,25.31669548382953,236.9924744961756
141,38,144,1.878823749926593,18.3171128292432,213.2185820550939
125,42,140,1.7033973424157565,37.25538535104778,240.31440097762626
133,34,134,2.7392490541068932,35.43329433311138,342.5451610043746
143,43,136,3.131432809160216,22.709539850770128,261.2260084119832
137,34,141,1.042992663006327,24.20629232438889,118.62900635657553
136,38,149,4.331693710452458,42.055041512150964,381.74828815381505
123,37,135,3.0510155701243953,42.75266772708109,272.5959196788781
142,36,132,1.6288396936657281,32.257962681883484,258.60026348043317
134,37,139,1.269173250011955,20.215094346901758,286.6288221257323
130,32,133,1.2527971885173121,16.945733337861064,133.02139731709326
145,44,142,2.030573947434116,24.501410208445485,304.35225869192425
122,37,148,2.9971685918839155,40.59150240128684,307.8635966029569
122,30,134,4.440958144011994,36.02858213185744,283.3481224430861
135,36,147,4.611861707563614,40.133736906439594,387.9419428000017
124,48,130,4.329311679917616,31.51117932793944,218.3341739984122
140,31,145,2.3142538724828947,41.4147058709483,287.76572056376875
148,43,145,2.2262310068243973,31.828202799402177,256.90612778496507
129,47,145,4.949833380619991,17.940516343890195,372.344789380732
138,44,148,3.7251225199498355,17.795040338764252,280.1964299095619
144,43,145,2.219807765030167,44.10259517349437,336.21188401209776
123,48,130,2.316320609299214,37.0368516972045,387.0527226449113
148,48,149,2.738577757242788,24.769447068864373,327.76156865347673
148,46,149,3.4872267912993498,41.50114033146464,345.17627146141143
138,48,139,4.5919166398867155,19.75073576541438,371.81332188325695
130,45,131,1.793228478785637,37.583521072317026,286.2125504896272
121,49,143,1.3376135907378504,49.63200824164088,193.34229822609737
129,48,137,2.62300849581693,20.250684122228897,239.01841500032089
148,30,135,1.9818219304423064,19.968070633828937,227.50702484732074
130,48,132,3.3041306937564134,31.37420439113738,277.5797892754918
144,36,145,3.796859348589686,37.4931492940132,290.4713911062368
139,40,146,2.2429438148697196,15.929121770498003,237.3022482945953
135,34,141,3.7418051554479543,32.48848191865194,310.00231136205355
138,46,148,2.3725890194312265,17.910962311435068,290.93797611963754
142,40,149,3.5398725586650484,23.446332188098378,221.75220512197998
143,37,132,3.5322432269895994,39.933916692689785,239.00679762388796
130,39,142,2.112638813686575,40.8602731651866,302.3248878971778
133,41,145,3.542891006840814,40.54063576994619,313.0235320124767
121,39,140,2.5238203828946233,17.280121691707045,196.8097128204716
142,42,149,2.345819777442661,42.53670880591315,312.4608880074425
147,47,145,2.1571509882659705,30.127245170700927,213.71012820820798
124,39,149,2.382581040537156,31.635835301790078,219.28392976139563
146,48,131,4.146979568244592,29.689166551692374,264.62951002406317
124,49,133,1.9807152566900688,44.995783125322504,181.68205434622342
138,46,133,3.727949620585239,38.79896270777665,224.55783675693218
140,49,146,4.602482339923601,32.50090445916582,271.8037087688734
131,45,130,2.4017157641382485,44.20004576741744,326.5532184918011
137,34,130,1.1180482579796016,43.18772237410054,246.58713327805307
123,32,134,1.0984241164999604,15.176545734385874,191.58112619839773
141,44,141,1.5580115534012173,31.760798761878295,212.51258570952524
136,31,135,1.4401793723946623,16.478613835573466,221.1522156958283
129,42,135,3.992340999485733,25.75152685660838,214.7709845814245
139,37,146,2.1794028676294905,43.134307021187894,284.21310570998537
125,46,142,3.610039094402737,48.04183232377756,363.2963037690816
144,33,137,1.1698217429014548,23.47233312395832,287.77873269364557
133,48,141,2.1829611043125703,15.749880209220128,222.89651334725403
130,38,144,1.9365849387091219,29.081772032097522,290.90690856993484
130,44,148,2.1075220414094513,26.729159353794348,180.19984844173587
148,38,149,1.7628710765351978,38.69381639550944,301.2554222801925
137,38,146,3.471664084409279,32.327018535694094,383.9286788789359
146,43,138,3.6506914786266673,28.959654221503833,283.2107511730667
142,45,147,1.5938619619330412,23.034445919739156,294.8712073227909
141,46,131,3.964583938459031,43.99681395042936,306.7105646697278
137,42,140,2.0001819050345158,23.693625038218048,254.84866626822063
143,38,149,2.1316900099982616,16.915724266523853,255.66946720425085
142,44,146,4.31523335537449,34.76136779624038,243.23055327156044
130,36,147,4.604663661084768,26.1072061173441,291.6297711133246
140,30,144,4.299025253873693,39.935229810393395,309.1813308339922
131,30,136,1.5910512814037165,17.83050839490424,216.40413266488252
124,34,145,4.997070540386079,48.820764754883065,321.80180533227485
142,38,130,3.688621659129473,21.540030546119553,320.9292575761884
128,41,147,3.042674486162816,27.49699140572713,262.6263571712563
146,35,137,4.819365631013742,31.83342360181205,320.67690330319425
144,42,136,4.269521581706374,46.15411280885543,316.32321042005583
128,37,131,3.766972158514947,40.288931033302035,289.5986536062149
141,44,141,4.353588993928533,20.068996264301564,196.67360800345747
129,35,145,2.5418663331117046,30.351476873138417,241.46346672934365
141,35,138,3.737753781760854,34.001915274736874,262.06158556541726
138,33,149,1.7623200749190722,39.57440034980118,161.35044140665548
120,40,140,4.952002541068408,35.0135016059069,315.2741513535104
126,47,144,3.355926800373614,31.006721033753696,262.4970032936996
123,32,132,4.25694898974123,41.79416773697895,318.7872997052385
120,32,142,2.629359522124136,28.232016996682884,308.26730771445557
134,41,142,4.0343552771007225,49.55104477795027,293.6752771249407
127,35,131,2.549539597877442,48.17238778773017,341.06632670881083
131,35,135,3.3600203478423314,39.758314160939804,265.6419391539103
141,37,135,4.112539262745249,45.891417347062536,341.21502651456046
141,44,141,1.4658956531849543,28.7611430624628,304.34441618594366
137,47,133,2.427143405478593,35.35145774192924,239.96176231528497
134,49,134,3.1797477959043876,24.542930741082415,250.3162365362965
136,45,137,2.335990824352677,45.997375618354866,325.12939674592496
148,35,135,2.236668939022635,31.485876336823985,271.06346893240266
133,46,132,2.1266563583308487,33.76502641578844,138.84051936589685
133,38,137,1.911167287237446,45.25986126124275,328.4511187587706
137,48,148,4.3956182502225225,42.90474777717667,192.27306293646717
139,47,140,4.69475651760237,26.261011942315502,309.48938072024475
137,34,147,3.8006777926253124,18.059966124529428,200.20773805620257
135,35,139,1.119998051060307,20.673262070457145,144.6534585294717
120,41,149,4.144932780516008,26.868354863387975,347.8355065559695
142,40,141,3.127759364461461,25.685179044104732,301.64358658761904
146,45,149,4.032440351534425,16.34086922402756,256.34500535976264
130,49,137,2.7493534946513187,30.122279896670204,257.4103960469754
134,46,148,1.1651276595540794,18.704761790449247,251.1544921962564
131,49,145,3.726979943507192,22.731140181649454,307.9283272973044
127,38,147,2.776513970114906,42.5619112097659,385.93082991557094
141,30,138,4.496173982180986,32.32078415103345,353.4549882816475
139,32,133,3.9525517472857095,28.053356953936756,368.4292815727605
149,38,138,2.4382469911112374,21.490236699235368,256.3628306032763
125,48,131,3.8963278391352745,45.31980372426027,348.79298892454995
122,42,138,2.980834397798123,46.629142382596015,240.0450847281016
147,43,138,1.7977758090381806,33.1537306018202,239.46340740785666
143,49,147,2.6795452777608872,47.24461510371632,291.84470692842007
145,48,140,1.8902495780345836,31.267613688489476,322.0327372628883
149,36,142,1.0199060797535084,18.753486576018155,183.96406403353248
132,33,135,1.9871830943565838,15.596385161854016,302.41760945536384
132,41,138,1.8380853036330014,19.49322321467249,205.55997984698755
121,43,145,1.017347634747606,36.7929716556932,325.8390610031115
124,31,133,4.135701472400871,26.231681893959035,302.05411615013765
136,30,131,1.3079397526834087,37.69081511444557,146.357909730487
125,47,136,2.7962362957555285,32.77916431354479,294.6592558536652
121,49,144,2.6715327027882596,26.65544011698522,267.3945495825329
123,37,135,1.725632469222174,22.653792982442592,172.78031730930846
141,32,140,4.867474026149523,17.836531033330814,232.5865048780644
145,35,149,3.4149344197074334,42.38368714829535,252.080969306611
130,42,146,4.254052182899343,43.665146340791,310.90812816717886
127,38,133,2.984562228939801,33.95077846116039,261.8093902487605
131,38,148,3.8912476694916522,20.498313548517615,258.63922985171587
127,49,136,4.879116833247032,24.223516613718942,281.23604241525015
130,38,140,2.393621655212406,48.43008352220597,328.0095547136391
141,44,142,3.017055410839782,22.907927782739197,343.52040416225344
139,42,132,3.0581475947680263,16.98816801777562,386.9883135680521
127,45,143,4.967979265296554,34.25173151693784,328.9712766642224
148,31,131,1.9323965855688523,24.16698851434004,264.25609422723767
127,43,147,3.701230034348315,48.510221598191045,330.28563951951895
145,35,134,1.5529187138227694,35.11687630477188,202.85762389212329
149,31,142,4.708294128216992,48.80351571465053,326.91248992939467
136,37,142,3.361527676006794,42.49518204226366,324.6788610759423
139,33,143,4.43764610815788,40.30796819656793,299.6039815073332
139,43,141,4.580966177358031,44.062760418535575,407.2881693061627
142,40,142,3.2284396484165905,36.17099369274928,285.65030979913337
135,43,147,3.7280290849527935,15.389245261568211,271.4725166228491
133,41,142,3.7948825601156417,28.736267401948705,334.56032697854727
149,45,133,2.841923294035035,22.66563307259147,246.84916586480625
130,35,139,2.7393529892106594,30.2009435688322,150.3069002889741
126,49,134,1.7447528759125714,31.469233345808405,280.9053068193367
135,30,147,2.535658242004837,19.474087339701512,243.0726206999933
132,41,137,4.96302776218222,15.820104211116027,317.6149670123068
146,36,143,2.0794463084739436,19.83701026718034,304.87846103756544
134,37,131,4.049763634704416,45.00994961941181,223.31355058137729
143,38,137,1.237389880226555,41.454896819829074,263.2729669051738
135,31,145,2.869875189630633,42.961251670027664,291.9583483839282
146,46,136,1.2336405276685825,24.670731676691812,278.704684723292
140,49,132,2.9031997352315932,23.26347165031261,256.27552606692274
142,42,133,1.1102098432375076,16.30803432750594,239.44349251285496
143,34,136,3.4531790859356195,31.529396140017933,261.02226189294674
128,39,133,3.346036399915522,28.38431004703724,319.11221348802
122,41,138,4.191372890521421,44.25601351102754,251.18850176604604
138,46,146,3.3331448088053883,38.86536454842527,281.14019006869086
139,35,146,4.703996649404293,20.050007719962856,210.90951669388616
124,32,149,4.132418456297424,49.55042991495441,298.5161568143535
129,44,143,1.5306260812891574,41.97242565506144,245.4305461898642
136,36,143,2.0618927532243636,40.20831304892903,345.1424117865551
134,35,142,1.1049223910751742,22.581545391249925,188.91639238899475
142,33,133,2.5445360062912292,46.68048102156812,340.17175662091427
144,48,142,3.0381450150778013,31.587227212071788,268.61101244597006
127,34,146,4.783784995128266,25.41795835032702,189.04604987928963
134,32,144,3.0890697291272735,37.91917558367739,224.55570136772246
140,38,147,4.124112167771788,22.41131863452421,310.45136080513277
149,35,140,2.072096050371605,46.76479707583402,231.31113350120862
133,42,133,1.6126337490353269,44.902027787343876,235.6052558458116
139,49,149,4.243345015305011,31.271897930020486,242.7026064806974
147,33,140,1.9897005814983655,21.67300975714275,212.46428158268753
126,31,139,4.4853404706844255,32.37764432476314,308.3855193834392
140,33,142,1.6793995027678523,20.2198376145115,287.68575573979234
142,37,137,4.4063461640604284,24.44471096409318,248.03954892739074
131,42,142,4.0913903202978,31.895633670681857,336.2103028970084
136,39,138,3.444882692562415,15.73989093670821,171.06477502680843
136,47,130,4.400882711290464,41.80029112414039,299.12782319596204
129,38,130,2.322840471529846,21.892020701498254,280.0401022944668
149,30,144,1.664136582661551,45.33139400499496,317.66302415516196
148,42,133,1.6281627004178225,15.779093959695135,292.2570232568466
138,47,149,2.0814356552628164,33.62460917456232,278.36033930748266
133,44,130,2.7849085287202113,42.18278342303805,218.77053541335567
130,31,141,4.504091460324907,23.328195165943605,220.96635971106014
121,40,140,1.358142608630946,39.76435710739655,315.61759827970366
137,43,148,4.660968177738997,40.23037386286943,293.45614739830796
126,44,144,4.701978841360345,37.324528306995106,334.6367866468087
131,43,139,3.908945562677174,27.74884559889516,145.3791738285031
145,45,130,4.601134454503787,42.47726793522281,298.5885972394856
121,44,132,4.079946520711848,36.99518011863798,232.5441246938649
146,48,143,3.1132038606230146,35.663587319988984,389.214281076724
139,38,144,3.4030009049037773,43.67064442084022,279.31118319057185
137,34,130,3.512897905910331,23.56233150830786,223.69725478739622
125,34,139,1.5075731239324437,23.13707837446255,187.054980923191
143,40,130,1.7722165500700418,28.525641050212705,183.70363189783671
129,49,144,3.0934748954806435,17.559657403399157,277.089946246595
139,33,132,1.4609132510837672,26.80877142731522,151.7723249203641
134,49,149,4.859917184184445,29.21952274868537,300.11734033164424
124,47,141,3.0285091140576865,32.327036400118175,142.34604146043927
139,32,148,2.5203445792522383,23.890471243532275,257.49308657800424
122,33,145,1.6301601503662368,46.73948566966939,138.51572022659548
124,43,137,2.6661355899007453,24.977742872187008,215.8514365569568
149,36,143,2.2097047479701954,44.80427721294785,369.7705977722599
144,37,147,1.3517086848081385,30.573335268545407,151.21517972115038
127,45,130,4.868021180952086,40.13548435733057,256.95094728805344
127,49,131,2.059912384195787,18.88158357943652,248.05291318071926
127,44,141,3.761880968534097,34.06230270845633,371.9528322757853
131,36,146,1.365290007289691,48.628906322998034,269.3160428072321
143,46,131,4.65267603730709,38.31879232776714,320.57135580684496
142,41,146,3.363005806242308,43.71012411529421,265.7281788323829
127,47,136,3.6274880015064483,24.1374661762133,235.01625621522615
130,43,135,4.127137442675474,43.0059122310968,302.7983666045038
133,44,135,3.4236613146603343,27.293868342099458,451.25139745587944
127,44,137,1.2836298336530225,31.977733501620996,297.83482166612123
148,34,134,2.7183296945286104,21.57852011973059,310.36868230652215
149,45,144,2.0481203733245787,31.99944358017047,287.99389682331883
143,34,136,2.9468680827247353,33.049564515698115,312.6204157390025
147,31,132,2.617300646726952,36.7814512402145,253.89234993692386
129,49,139,4.30613246919539,45.40218279969629,407.01550034562797
126,38,132,1.9881902088390837,25.66979041562807,250.93022026572393
